Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities
350,Andorra,,2020-02-19,0.0,0.0
351,Andorra,,2020-02-20,0.0,0.0
352,Andorra,,2020-02-21,0.0,0.0
353,Andorra,,2020-02-22,0.0,0.0
354,Andorra,,2020-02-23,0.0,0.0
355,Andorra,,2020-02-24,0.0,0.0
356,Andorra,,2020-02-25,0.0,0.0
357,Andorra,,2020-02-26,0.0,0.0
358,Andorra,,2020-02-27,0.0,0.0
359,Andorra,,2020-02-28,0.0,0.0
360,Andorra,,2020-02-29,0.0,0.0
361,Andorra,,2020-03-01,0.0,0.0
362,Andorra,,2020-03-02,1.0,0.0
363,Andorra,,2020-03-03,1.0,0.0
364,Andorra,,2020-03-04,1.0,0.0
365,Andorra,,2020-03-05,1.0,0.0
366,Andorra,,2020-03-06,1.0,0.0
367,Andorra,,2020-03-07,1.0,0.0
368,Andorra,,2020-03-08,1.0,0.0
369,Andorra,,2020-03-09,1.0,0.0
370,Andorra,,2020-03-10,1.0,0.0
371,Andorra,,2020-03-11,1.0,0.0
372,Andorra,,2020-03-12,1.0,0.0
373,Andorra,,2020-03-13,1.0,0.0
374,Andorra,,2020-03-14,1.0,0.0
375,Andorra,,2020-03-15,1.0,0.0
376,Andorra,,2020-03-16,2.0,0.0
377,Andorra,,2020-03-17,39.0,0.0
378,Andorra,,2020-03-18,39.0,0.0
379,Andorra,,2020-03-19,53.0,0.0
380,Andorra,,2020-03-20,75.0,0.0
381,Andorra,,2020-03-21,88.0,0.0
382,Andorra,,2020-03-22,113.0,1.0
383,Andorra,,2020-03-23,133.0,1.0
384,Andorra,,2020-03-24,164.0,1.0
385,Andorra,,2020-03-25,188.0,1.0
386,Andorra,,2020-03-26,224.0,3.0
387,Andorra,,2020-03-27,267.0,3.0
388,Andorra,,2020-03-28,308.0,3.0
389,Andorra,,2020-03-29,334.0,6.0
390,Andorra,,2020-03-30,370.0,8.0
391,Andorra,,2020-03-31,376.0,12.0
392,Andorra,,2020-04-01,390.0,14.0
429,Angola,,2020-01-22,0.0,0.0
430,Angola,,2020-01-23,0.0,0.0
431,Angola,,2020-01-24,0.0,0.0
432,Angola,,2020-01-25,0.0,0.0
433,Angola,,2020-01-26,0.0,0.0
434,Angola,,2020-01-27,0.0,0.0
435,Angola,,2020-01-28,0.0,0.0
436,Angola,,2020-01-29,0.0,0.0
437,Angola,,2020-01-30,0.0,0.0
438,Angola,,2020-01-31,0.0,0.0
439,Angola,,2020-02-01,0.0,0.0
440,Angola,,2020-02-02,0.0,0.0
441,Angola,,2020-02-03,0.0,0.0
442,Angola,,2020-02-04,0.0,0.0
443,Angola,,2020-02-05,0.0,0.0
444,Angola,,2020-02-06,0.0,0.0
445,Angola,,2020-02-07,0.0,0.0
446,Angola,,2020-02-08,0.0,0.0
447,Angola,,2020-02-09,0.0,0.0
448,Angola,,2020-02-10,0.0,0.0
449,Angola,,2020-02-11,0.0,0.0
450,Angola,,2020-02-12,0.0,0.0
451,Angola,,2020-02-13,0.0,0.0
452,Angola,,2020-02-14,0.0,0.0
453,Angola,,2020-02-15,0.0,0.0
454,Angola,,2020-02-16,0.0,0.0
455,Angola,,2020-02-17,0.0,0.0
456,Angola,,2020-02-18,0.0,0.0
457,Angola,,2020-02-19,0.0,0.0
458,Angola,,2020-02-20,0.0,0.0
459,Angola,,2020-02-21,0.0,0.0
460,Angola,,2020-02-22,0.0,0.0
461,Angola,,2020-02-23,0.0,0.0
462,Angola,,2020-02-24,0.0,0.0
463,Angola,,2020-02-25,0.0,0.0
464,Angola,,2020-02-26,0.0,0.0
465,Angola,,2020-02-27,0.0,0.0
466,Angola,,2020-02-28,0.0,0.0
467,Angola,,2020-02-29,0.0,0.0
468,Angola,,2020-03-01,0.0,0.0
469,Angola,,2020-03-02,0.0,0.0
470,Angola,,2020-03-03,0.0,0.0
471,Angola,,2020-03-04,0.0,0.0
472,Angola,,2020-03-05,0.0,0.0
473,Angola,,2020-03-06,0.0,0.0
474,Angola,,2020-03-07,0.0,0.0
475,Angola,,2020-03-08,0.0,0.0
476,Angola,,2020-03-09,0.0,0.0
477,Angola,,2020-03-10,0.0,0.0
478,Angola,,2020-03-11,0.0,0.0
479,Angola,,2020-03-12,0.0,0.0
480,Angola,,2020-03-13,0.0,0.0
481,Angola,,2020-03-14,0.0,0.0
482,Angola,,2020-03-15,0.0,0.0
483,Angola,,2020-03-16,0.0,0.0
484,Angola,,2020-03-17,0.0,0.0
485,Angola,,2020-03-18,0.0,0.0
486,Angola,,2020-03-19,0.0,0.0
487,Angola,,2020-03-20,1.0,0.0
488,Angola,,2020-03-21,2.0,0.0
489,Angola,,2020-03-22,2.0,0.0
490,Angola,,2020-03-23,3.0,0.0
491,Angola,,2020-03-24,3.0,0.0
492,Angola,,2020-03-25,3.0,0.0
493,Angola,,2020-03-26,4.0,0.0
494,Angola,,2020-03-27,4.0,0.0
495,Angola,,2020-03-28,5.0,0.0
496,Angola,,2020-03-29,7.0,2.0
497,Angola,,2020-03-30,7.0,2.0
498,Angola,,2020-03-31,7.0,2.0
499,Angola,,2020-04-01,8.0,2.0
536,Antigua and Barbuda,,2020-01-22,0.0,0.0
537,Antigua and Barbuda,,2020-01-23,0.0,0.0
538,Antigua and Barbuda,,2020-01-24,0.0,0.0
539,Antigua and Barbuda,,2020-01-25,0.0,0.0
540,Antigua and Barbuda,,2020-01-26,0.0,0.0
541,Antigua and Barbuda,,2020-01-27,0.0,0.0
542,Antigua and Barbuda,,2020-01-28,0.0,0.0
543,Antigua and Barbuda,,2020-01-29,0.0,0.0
544,Antigua and Barbuda,,2020-01-30,0.0,0.0
545,Antigua and Barbuda,,2020-01-31,0.0,0.0
546,Antigua and Barbuda,,2020-02-01,0.0,0.0
547,Antigua and Barbuda,,2020-02-02,0.0,0.0
548,Antigua and Barbuda,,2020-02-03,0.0,0.0
549,Antigua and Barbuda,,2020-02-04,0.0,0.0
550,Antigua and Barbuda,,2020-02-05,0.0,0.0
551,Antigua and Barbuda,,2020-02-06,0.0,0.0
552,Antigua and Barbuda,,2020-02-07,0.0,0.0
553,Antigua and Barbuda,,2020-02-08,0.0,0.0
554,Antigua and Barbuda,,2020-02-09,0.0,0.0
555,Antigua and Barbuda,,2020-02-10,0.0,0.0
556,Antigua and Barbuda,,2020-02-11,0.0,0.0
557,Antigua and Barbuda,,2020-02-12,0.0,0.0
558,Antigua and Barbuda,,2020-02-13,0.0,0.0
559,Antigua and Barbuda,,2020-02-14,0.0,0.0
560,Antigua and Barbuda,,2020-02-15,0.0,0.0
561,Antigua and Barbuda,,2020-02-16,0.0,0.0
562,Antigua and Barbuda,,2020-02-17,0.0,0.0
563,Antigua and Barbuda,,2020-02-18,0.0,0.0
564,Antigua and Barbuda,,2020-02-19,0.0,0.0
565,Antigua and Barbuda,,2020-02-20,0.0,0.0
566,Antigua and Barbuda,,2020-02-21,0.0,0.0
567,Antigua and Barbuda,,2020-02-22,0.0,0.0
568,Antigua and Barbuda,,2020-02-23,0.0,0.0
569,Antigua and Barbuda,,2020-02-24,0.0,0.0
570,Antigua and Barbuda,,2020-02-25,0.0,0.0
571,Antigua and Barbuda,,2020-02-26,0.0,0.0
572,Antigua and Barbuda,,2020-02-27,0.0,0.0
573,Antigua and Barbuda,,2020-02-28,0.0,0.0
574,Antigua and Barbuda,,2020-02-29,0.0,0.0
575,Antigua and Barbuda,,2020-03-01,0.0,0.0
576,Antigua and Barbuda,,2020-03-02,0.0,0.0
577,Antigua and Barbuda,,2020-03-03,0.0,0.0
578,Antigua and Barbuda,,2020-03-04,0.0,0.0
579,Antigua and Barbuda,,2020-03-05,0.0,0.0
580,Antigua and Barbuda,,2020-03-06,0.0,0.0
581,Antigua and Barbuda,,2020-03-07,0.0,0.0
582,Antigua and Barbuda,,2020-03-08,0.0,0.0
583,Antigua and Barbuda,,2020-03-09,0.0,0.0
584,Antigua and Barbuda,,2020-03-10,0.0,0.0
585,Antigua and Barbuda,,2020-03-11,0.0,0.0
586,Antigua and Barbuda,,2020-03-12,0.0,0.0
587,Antigua and Barbuda,,2020-03-13,1.0,0.0
588,Antigua and Barbuda,,2020-03-14,1.0,0.0
589,Antigua and Barbuda,,2020-03-15,1.0,0.0
590,Antigua and Barbuda,,2020-03-16,1.0,0.0
591,Antigua and Barbuda,,2020-03-17,1.0,0.0
592,Antigua and Barbuda,,2020-03-18,1.0,0.0
593,Antigua and Barbuda,,2020-03-19,1.0,0.0
594,Antigua and Barbuda,,2020-03-20,1.0,0.0
595,Antigua and Barbuda,,2020-03-21,1.0,0.0
596,Antigua and Barbuda,,2020-03-22,1.0,0.0
597,Antigua and Barbuda,,2020-03-23,3.0,0.0
598,Antigua and Barbuda,,2020-03-24,3.0,0.0
599,Antigua and Barbuda,,2020-03-25,3.0,0.0
600,Antigua and Barbuda,,2020-03-26,7.0,0.0
601,Antigua and Barbuda,,2020-03-27,7.0,0.0
602,Antigua and Barbuda,,2020-03-28,7.0,0.0
603,Antigua and Barbuda,,2020-03-29,7.0,0.0
604,Antigua and Barbuda,,2020-03-30,7.0,0.0
605,Antigua and Barbuda,,2020-03-31,7.0,0.0
606,Antigua and Barbuda,,2020-04-01,7.0,0.0
643,Argentina,,2020-01-22,0.0,0.0
644,Argentina,,2020-01-23,0.0,0.0
645,Argentina,,2020-01-24,0.0,0.0
646,Argentina,,2020-01-25,0.0,0.0
647,Argentina,,2020-01-26,0.0,0.0
648,Argentina,,2020-01-27,0.0,0.0
649,Argentina,,2020-01-28,0.0,0.0
650,Argentina,,2020-01-29,0.0,0.0
651,Argentina,,2020-01-30,0.0,0.0
652,Argentina,,2020-01-31,0.0,0.0
653,Argentina,,2020-02-01,0.0,0.0
654,Argentina,,2020-02-02,0.0,0.0
655,Argentina,,2020-02-03,0.0,0.0
656,Argentina,,2020-02-04,0.0,0.0
657,Argentina,,2020-02-05,0.0,0.0
658,Argentina,,2020-02-06,0.0,0.0
659,Argentina,,2020-02-07,0.0,0.0
660,Argentina,,2020-02-08,0.0,0.0
661,Argentina,,2020-02-09,0.0,0.0
662,Argentina,,2020-02-10,0.0,0.0
663,Argentina,,2020-02-11,0.0,0.0
664,Argentina,,2020-02-12,0.0,0.0
665,Argentina,,2020-02-13,0.0,0.0
666,Argentina,,2020-02-14,0.0,0.0
667,Argentina,,2020-02-15,0.0,0.0
668,Argentina,,2020-02-16,0.0,0.0
669,Argentina,,2020-02-17,0.0,0.0
670,Argentina,,2020-02-18,0.0,0.0
671,Argentina,,2020-02-19,0.0,0.0
672,Argentina,,2020-02-20,0.0,0.0
673,Argentina,,2020-02-21,0.0,0.0
674,Argentina,,2020-02-22,0.0,0.0
675,Argentina,,2020-02-23,0.0,0.0
676,Argentina,,2020-02-24,0.0,0.0
677,Argentina,,2020-02-25,0.0,0.0
678,Argentina,,2020-02-26,0.0,0.0
679,Argentina,,2020-02-27,0.0,0.0
680,Argentina,,2020-02-28,0.0,0.0
681,Argentina,,2020-02-29,0.0,0.0
682,Argentina,,2020-03-01,0.0,0.0
683,Argentina,,2020-03-02,0.0,0.0
684,Argentina,,2020-03-03,1.0,0.0
685,Argentina,,2020-03-04,1.0,0.0
686,Argentina,,2020-03-05,1.0,0.0
687,Argentina,,2020-03-06,2.0,0.0
688,Argentina,,2020-03-07,8.0,0.0
689,Argentina,,2020-03-08,12.0,1.0
690,Argentina,,2020-03-09,12.0,1.0
691,Argentina,,2020-03-10,17.0,1.0
692,Argentina,,2020-03-11,19.0,1.0
693,Argentina,,2020-03-12,19.0,1.0
694,Argentina,,2020-03-13,31.0,2.0
695,Argentina,,2020-03-14,34.0,2.0
696,Argentina,,2020-03-15,45.0,2.0
697,Argentina,,2020-03-16,56.0,2.0
698,Argentina,,2020-03-17,68.0,2.0
699,Argentina,,2020-03-18,79.0,2.0
700,Argentina,,2020-03-19,97.0,3.0
701,Argentina,,2020-03-20,128.0,3.0
702,Argentina,,2020-03-21,158.0,4.0
703,Argentina,,2020-03-22,266.0,4.0
704,Argentina,,2020-03-23,301.0,4.0
705,Argentina,,2020-03-24,387.0,6.0
706,Argentina,,2020-03-25,387.0,8.0
707,Argentina,,2020-03-26,502.0,9.0
708,Argentina,,2020-03-27,589.0,13.0
709,Argentina,,2020-03-28,690.0,18.0
710,Argentina,,2020-03-29,745.0,19.0
711,Argentina,,2020-03-30,820.0,23.0
712,Argentina,,2020-03-31,1054.0,27.0
713,Argentina,,2020-04-01,1054.0,28.0
750,Armenia,,2020-01-22,0.0,0.0
751,Armenia,,2020-01-23,0.0,0.0
752,Armenia,,2020-01-24,0.0,0.0
753,Armenia,,2020-01-25,0.0,0.0
754,Armenia,,2020-01-26,0.0,0.0
755,Armenia,,2020-01-27,0.0,0.0
756,Armenia,,2020-01-28,0.0,0.0
757,Armenia,,2020-01-29,0.0,0.0
758,Armenia,,2020-01-30,0.0,0.0
759,Armenia,,2020-01-31,0.0,0.0
760,Armenia,,2020-02-01,0.0,0.0
761,Armenia,,2020-02-02,0.0,0.0
762,Armenia,,2020-02-03,0.0,0.0
763,Armenia,,2020-02-04,0.0,0.0
764,Armenia,,2020-02-05,0.0,0.0
765,Armenia,,2020-02-06,0.0,0.0
766,Armenia,,2020-02-07,0.0,0.0
767,Armenia,,2020-02-08,0.0,0.0
768,Armenia,,2020-02-09,0.0,0.0
769,Armenia,,2020-02-10,0.0,0.0
770,Armenia,,2020-02-11,0.0,0.0
771,Armenia,,2020-02-12,0.0,0.0
772,Armenia,,2020-02-13,0.0,0.0
773,Armenia,,2020-02-14,0.0,0.0
774,Armenia,,2020-02-15,0.0,0.0
775,Armenia,,2020-02-16,0.0,0.0
776,Armenia,,2020-02-17,0.0,0.0
777,Armenia,,2020-02-18,0.0,0.0
778,Armenia,,2020-02-19,0.0,0.0
779,Armenia,,2020-02-20,0.0,0.0
780,Armenia,,2020-02-21,0.0,0.0
781,Armenia,,2020-02-22,0.0,0.0
782,Armenia,,2020-02-23,0.0,0.0
783,Armenia,,2020-02-24,0.0,0.0
784,Armenia,,2020-02-25,0.0,0.0
785,Armenia,,2020-02-26,0.0,0.0
786,Armenia,,2020-02-27,0.0,0.0
787,Armenia,,2020-02-28,0.0,0.0
788,Armenia,,2020-02-29,0.0,0.0
789,Armenia,,2020-03-01,1.0,0.0
790,Armenia,,2020-03-02,1.0,0.0
791,Armenia,,2020-03-03,1.0,0.0
792,Armenia,,2020-03-04,1.0,0.0
793,Armenia,,2020-03-05,1.0,0.0
794,Armenia,,2020-03-06,1.0,0.0
795,Armenia,,2020-03-07,1.0,0.0
796,Armenia,,2020-03-08,1.0,0.0
797,Armenia,,2020-03-09,1.0,0.0
798,Armenia,,2020-03-10,1.0,0.0
799,Armenia,,2020-03-11,1.0,0.0
800,Armenia,,2020-03-12,4.0,0.0
801,Armenia,,2020-03-13,8.0,0.0
802,Armenia,,2020-03-14,18.0,0.0
803,Armenia,,2020-03-15,26.0,0.0
804,Armenia,,2020-03-16,52.0,0.0
805,Armenia,,2020-03-17,78.0,0.0
806,Armenia,,2020-03-18,84.0,0.0
807,Armenia,,2020-03-19,115.0,0.0
808,Armenia,,2020-03-20,136.0,0.0
809,Armenia,,2020-03-21,160.0,0.0
810,Armenia,,2020-03-22,194.0,0.0
811,Armenia,,2020-03-23,235.0,0.0
812,Armenia,,2020-03-24,249.0,0.0
813,Armenia,,2020-03-25,265.0,0.0
814,Armenia,,2020-03-26,290.0,1.0
815,Armenia,,2020-03-27,329.0,1.0
816,Armenia,,2020-03-28,407.0,1.0
817,Armenia,,2020-03-29,424.0,3.0
818,Armenia,,2020-03-30,482.0,3.0
819,Armenia,,2020-03-31,532.0,3.0
820,Armenia,,2020-04-01,571.0,4.0
857,Australia,Australian Capital Territory,2020-01-22,0.0,0.0
858,Australia,Australian Capital Territory,2020-01-23,0.0,0.0
859,Australia,Australian Capital Territory,2020-01-24,0.0,0.0
860,Australia,Australian Capital Territory,2020-01-25,0.0,0.0
861,Australia,Australian Capital Territory,2020-01-26,0.0,0.0
862,Australia,Australian Capital Territory,2020-01-27,0.0,0.0
863,Australia,Australian Capital Territory,2020-01-28,0.0,0.0
864,Australia,Australian Capital Territory,2020-01-29,0.0,0.0
865,Australia,Australian Capital Territory,2020-01-30,0.0,0.0
866,Australia,Australian Capital Territory,2020-01-31,0.0,0.0
867,Australia,Australian Capital Territory,2020-02-01,0.0,0.0
868,Australia,Australian Capital Territory,2020-02-02,0.0,0.0
869,Australia,Australian Capital Territory,2020-02-03,0.0,0.0
870,Australia,Australian Capital Territory,2020-02-04,0.0,0.0
